Year,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit,Qty,Trade Value (US$)
2012.0,Export,124.0,Canada,CAN,784.0,United Arab Emirates,ARE,270900.0,"Petroleum oils, oils from bituminous minerals, crude",No Quantity,,1152.0
2012.0,Import,124.0,Canada,CAN,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,960907444.0,803657057.0
2012.0,Export,124.0,Canada,CAN,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",No Quantity,,199849550.0
2012.0,Import,124.0,Canada,CAN,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2789082304.0,2332655128.0
2012.0,Export,124.0,Canada,CAN,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",No Quantity,,74168284095.0
2012.0,Import,124.0,Canada,CAN,862.0,Venezuela,VEN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,211993479.0,177301213.0
,,,,,,,,,,,,
2012.0,Import,152.0,Chile,CHL,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,8074999598.0,6107808270.0
2012.0,Import,152.0,Chile,CHL,32.0,Argentina,ARG,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1408304469.0,1038341175.0
2012.0,Import,152.0,Chile,CHL,68.0,Bolivia (Plurinational State of),BOL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,103953069.0,90169136.0
2012.0,Import,152.0,Chile,CHL,76.0,Brazil,BRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1752471632.0,1416845196.0
2012.0,Import,152.0,Chile,CHL,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,104586971.0,87140644.0
2012.0,Import,152.0,Chile,CHL,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1356453820.0,1086486760.0
2012.0,Import,152.0,Chile,CHL,218.0,Ecuador,ECU,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2663961824.0,1879626185.0
2012.0,Import,152.0,Chile,CHL,604.0,Peru,PER,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,405581312.0,290025728.0
2012.0,Import,152.0,Chile,CHL,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,279686497.0,219172695.0
2012.0,Import,152.0,Chile,CHL,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4.0,752.0
2012.0,Import,170.0,Colombia,COL,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,8876983.0,6802912.0
2012.0,Export,170.0,Colombia,COL,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,37252952703.0,26556825737.0
2012.0,Re-Import,170.0,Colombia,COL,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,8876788.0,6799119.0
2012.0,Export,170.0,Colombia,COL,44.0,Bahamas,BHS,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,469890825.0,352807988.0
2012.0,Import,170.0,Colombia,COL,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1.0,256.0
2012.0,Export,170.0,Colombia,COL,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,153915174.0,102461638.0
2012.0,Export,170.0,Colombia,COL,152.0,Chile,CHL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1635893616.0,1223053645.0
2012.0,Export,170.0,Colombia,COL,156.0,China,CHN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3120418351.0,2221312587.0
2012.0,Import,170.0,Colombia,COL,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,8876788.0,6799119.0
2012.0,Re-Import,170.0,Colombia,COL,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,8876788.0,6799119.0
2012.0,Export,170.0,Colombia,COL,251.0,France,FRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,77167797.0,53080945.0
2012.0,Import,170.0,Colombia,COL,320.0,Guatemala,GTM,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,17.0,882.0
2012.0,Export,170.0,Colombia,COL,344.0,"China, Hong Kong SAR",HKG,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,578765754.0,360250529.0
2012.0,Export,170.0,Colombia,COL,360.0,Indonesia,IDN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,146647641.0,114710379.0
2012.0,Export,170.0,Colombia,COL,381.0,Italy,ITA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,69820737.0,51335816.0
2012.0,Export,170.0,Colombia,COL,384.0,Côte d'Ivoire,CIV,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,147039101.0,105590579.0
2012.0,Export,170.0,Colombia,COL,458.0,Malaysia,MYS,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,279342042.0,209419407.0
2012.0,Export,170.0,Colombia,COL,528.0,Netherlands,NLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,692206242.0,489109738.0
2012.0,Export,170.0,Colombia,COL,531.0,Curaçao,CUW,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,744031548.0,527603137.0
2012.0,Export,170.0,Colombia,COL,533.0,Aruba,ABW,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,68488385.0,49434078.0
2012.0,Export,170.0,Colombia,COL,591.0,Panama,PAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3495174782.0,2424844203.0
2012.0,Import,170.0,Colombia,COL,604.0,Peru,PER,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,145.0,2202.0
2012.0,Export,170.0,Colombia,COL,604.0,Peru,PER,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,505310442.0,373858925.0
2012.0,Export,170.0,Colombia,COL,699.0,India,IND,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1721789672.0,1149677924.0
2012.0,Export,170.0,Colombia,COL,702.0,Singapore,SGP,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,141120735.0,103356058.0
2012.0,Export,170.0,Colombia,COL,710.0,South Africa,ZAF,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,150490074.0,106614820.0
2012.0,Import,170.0,Colombia,COL,724.0,Spain,ESP,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,10.0,6.0
2012.0,Export,170.0,Colombia,COL,724.0,Spain,ESP,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3041322667.0,2107154709.0
2012.0,Export,170.0,Colombia,COL,780.0,Trinidad and Tobago,TTO,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,669798444.0,499890286.0
2012.0,Import,170.0,Colombia,COL,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,5.0,261.0
2012.0,Export,170.0,Colombia,COL,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,15639330.0,10281955.0
2012.0,Export,170.0,Colombia,COL,838.0,Free Zones,,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,78398024.0,61839980.0
2012.0,Import,170.0,Colombia,COL,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,17.0,187.0
2012.0,Export,170.0,Colombia,COL,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,19250281320.0,13859136412.0
2012.0,Import,188.0,Costa Rica,CRI,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1020.0,12763.0
2012.0,Import,188.0,Costa Rica,CRI,156.0,China,CHN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,12.0,91.0
2012.0,Import,188.0,Costa Rica,CRI,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,16.0,439.0
2012.0,Import,188.0,Costa Rica,CRI,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,992.0,12233.0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
2012.0,Import,214.0,Dominican Rep.,DOM,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1221821349.0,1021872977.0
2012.0,Export,214.0,Dominican Rep.,DOM,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,674101.0,26571.0
2012.0,Import,214.0,Dominican Rep.,DOM,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,7.0,6.0
2012.0,Import,214.0,Dominican Rep.,DOM,320.0,Guatemala,GTM,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4517.0,3777.0
2012.0,Import,214.0,Dominican Rep.,DOM,484.0,Mexico,MEX,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,407669397.0,340955198.0
2012.0,Import,214.0,Dominican Rep.,DOM,780.0,Trinidad and Tobago,TTO,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,71029062.0,59405312.0
2012.0,Import,214.0,Dominican Rep.,DOM,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,72311052.0,60477508.0
2012.0,Export,214.0,Dominican Rep.,DOM,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,674101.0,26571.0
2012.0,Import,214.0,Dominican Rep.,DOM,862.0,Venezuela,VEN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,670807315.0,561031175.0
2012.0,Import,218.0,Ecuador,ECU,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,5129.0,17022.0
2012.0,Export,218.0,Ecuador,ECU,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,18114114878.0,12711228703.0
2012.0,Export,218.0,Ecuador,ECU,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,52474829.0,37031380.0
2012.0,Export,218.0,Ecuador,ECU,152.0,Chile,CHL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2375069978.0,1655213604.0
2012.0,Export,218.0,Ecuador,ECU,156.0,China,CHN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,254962709.0,180100773.0
2012.0,Export,218.0,Ecuador,ECU,222.0,El Salvador,SLV,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,149986386.0,105696956.0
2012.0,Export,218.0,Ecuador,ECU,392.0,Japan,JPN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,745281374.0,492324212.0
2012.0,Import,218.0,Ecuador,ECU,484.0,Mexico,MEX,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,58.0,1974.0
2012.0,Import,218.0,Ecuador,ECU,528.0,Netherlands,NLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3.0,2.0
2012.0,Export,218.0,Ecuador,ECU,531.0,Curaçao,CUW,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,51895385.0,38407407.0
2012.0,Export,218.0,Ecuador,ECU,591.0,Panama,PAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,444583121.0,328083430.0
2012.0,Export,218.0,Ecuador,ECU,604.0,Peru,PER,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2327134266.0,1651926782.0
2012.0,Export,218.0,Ecuador,ECU,699.0,India,IND,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,89208924.0,56472269.0
2012.0,Import,218.0,Ecuador,ECU,724.0,Spain,ESP,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,5067.0,14851.0
2012.0,Import,218.0,Ecuador,ECU,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1.0,195.0
2012.0,Export,218.0,Ecuador,ECU,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,11479898935.0,8069600149.0
2012.0,Export,218.0,Ecuador,ECU,862.0,Venezuela,VEN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,143618971.0,96371741.0
2012.0,Import,222.0,El Salvador,SLV,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,508233224.0,409452342.0
2012.0,Import,222.0,El Salvador,SLV,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,263983200.0,214982867.0
2012.0,Import,222.0,El Salvador,SLV,218.0,Ecuador,ECU,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,204327300.0,156389549.0
2012.0,Import,222.0,El Salvador,SLV,320.0,Guatemala,GTM,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4224.0,13828.0
2012.0,Import,222.0,El Salvador,SLV,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,39918500.0,38066097.0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
2012.0,Import,320.0,Guatemala,GTM,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,23618.0,128565.0
2012.0,Export,320.0,Guatemala,GTM,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,463349117.0,291699383.0
2012.0,Export,320.0,Guatemala,GTM,222.0,El Salvador,SLV,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,10098.0,20442.0
2012.0,Export,320.0,Guatemala,GTM,251.0,France,FRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,12.0,4.0
2012.0,Export,320.0,Guatemala,GTM,340.0,Honduras,HND,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,10.0,1700.0
