Year,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit,Qty,Trade Value (US$)
2011.0,Export,76.0,Brazil,BRA,620.0,Portugal,PRT,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1505257000.0,1139166765.0
2011.0,Export,76.0,Brazil,BRA,662.0,Saint Lucia,LCA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4251968900.0,2941032222.0
2011.0,Import,76.0,Brazil,BRA,682.0,Saudi Arabia,SAU,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3416020000.0,2726608722.0
2011.0,Export,76.0,Brazil,BRA,699.0,India,IND,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2497684000.0,1702541475.0
2011.0,Export,76.0,Brazil,BRA,724.0,Spain,ESP,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,704213500.0,454675373.0
2011.0,Export,76.0,Brazil,BRA,752.0,Sweden,SWE,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,5.0,42.0
2011.0,Export,76.0,Brazil,BRA,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,286041090.0,219115943.0
2011.0,Import,76.0,Brazil,BRA,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,279450542.0,275635568.0
2011.0,Export,76.0,Brazil,BRA,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,8473196033.0,5780232398.0
2011.0,Export,76.0,Brazil,BRA,858.0,Uruguay,URY,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,70982400.0,48445816.0
2011.0,Import,124.0,Canada,CAN,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,50044128107.0,28824422621.0
2011.0,Export,124.0,Canada,CAN,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,124281962201.0,69477186201.0
2011.0,Re-Export,124.0,Canada,CAN,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,14757.0,8250.0
2011.0,Re-Import,124.0,Canada,CAN,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,398.0,229.0
2011.0,Import,124.0,Canada,CAN,12.0,Algeria,DZA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,9612749670.0,5536752653.0
2011.0,Export,124.0,Canada,CAN,12.0,Algeria,DZA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1022.0,572.0
2011.0,Import,124.0,Canada,CAN,24.0,Angola,AGO,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4287172662.0,2469326199.0
2011.0,Import,124.0,Canada,CAN,31.0,Azerbaijan,AZE,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,762789041.0,439351319.0
2011.0,Import,124.0,Canada,CAN,76.0,Brazil,BRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1099840102.0,633486028.0
2011.0,Import,124.0,Canada,CAN,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,398.0,229.0
2011.0,Re-Import,124.0,Canada,CAN,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,398.0,229.0
2011.0,Import,124.0,Canada,CAN,148.0,Chad,TCD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,28.0,16.0
2011.0,Export,124.0,Canada,CAN,156.0,China,CHN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,735658980.0,411254498.0
2011.0,Import,124.0,Canada,CAN,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,257027585.0,148042778.0
2011.0,Export,124.0,Canada,CAN,192.0,Cuba,CUB,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2168.0,1212.0
2011.0,Re-Export,124.0,Canada,CAN,192.0,Cuba,CUB,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2168.0,1212.0
2011.0,Import,124.0,Canada,CAN,208.0,Denmark,DNK,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,513185856.0,295584848.0
2011.0,Import,124.0,Canada,CAN,218.0,Ecuador,ECU,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,697.0,401.0
2011.0,Import,124.0,Canada,CAN,226.0,Equatorial Guinea,GNQ,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1103863407.0,635803371.0
2011.0,Import,124.0,Canada,CAN,251.0,France,FRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,74.0,42.0
2011.0,Export,124.0,Canada,CAN,251.0,France,FRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,14681.0,8207.0
2011.0,Export,124.0,Canada,CAN,328.0,Guyana,GUY,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,173.0,97.0
2011.0,Import,124.0,Canada,CAN,360.0,Indonesia,IDN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,53.0,30.0
2011.0,Import,124.0,Canada,CAN,368.0,Iraq,IRQ,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4321764037.0,2489250143.0
2011.0,Export,124.0,Canada,CAN,368.0,Iraq,IRQ,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2733.0,1528.0
2011.0,Import,124.0,Canada,CAN,384.0,Côte d'Ivoire,CIV,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,766209635.0,441321513.0
2011.0,Import,124.0,Canada,CAN,398.0,Kazakhstan,KAZ,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4614797067.0,2658031341.0
2011.0,Import,124.0,Canada,CAN,458.0,Malaysia,MYS,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,175.0,101.0
2011.0,Export,124.0,Canada,CAN,458.0,Malaysia,MYS,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1050.0,587.0
2011.0,Import,124.0,Canada,CAN,484.0,Mexico,MEX,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1292572231.0,744495901.0
2011.0,Import,124.0,Canada,CAN,512.0,Oman,OMN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,360.0,207.0
2011.0,Import,124.0,Canada,CAN,528.0,Netherlands,NLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,335.0,193.0
2011.0,Import,124.0,Canada,CAN,566.0,Nigeria,NGA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4227885016.0,2435177694.0
2011.0,Import,124.0,Canada,CAN,579.0,Norway,NOR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,5682170373.0,3272817140.0
